Exchange Date,Close,Net,%Chg,Open
05-Aug-2020,"3,327.7711",+21.2635,+0.6431%,"3,327.7711"
04-Aug-2020,"3,306.5076",+11.8942,+0.3610%,"3,306.5076"
03-Aug-2020,"3,294.6134",+23.4885,+0.7181%,"3,294.6134"
31-Jul-2020,"3,271.1249",+24.9003,+0.7671%,"3,271.1249"
30-Jul-2020,"3,246.2246",-12.2144,-0.3749%,"3,246.2246"
29-Jul-2020,"3,258.4390",+40.0038,+1.2430%,"3,258.4390"
28-Jul-2020,"3,218.4352",-20.9711,-0.6474%,"3,218.4352"
27-Jul-2020,"3,239.4063",+23.7765,+0.7394%,"3,239.4063"
24-Jul-2020,"3,215.6298",-20.0334,-0.6191%,"3,215.6298"
23-Jul-2020,"3,235.6632",-40.3528,-1.2318%,"3,235.6632"
22-Jul-2020,"3,276.0160",+18.7180,+0.5746%,"3,276.0160"
21-Jul-2020,"3,257.2980",+5.4559,+0.1678%,"3,257.2980"
20-Jul-2020,"3,251.8421",+27.1114,+0.8407%,"3,251.8421"
17-Jul-2020,"3,224.7307",+9.1567,+0.2848%,"3,224.7307"
16-Jul-2020,"3,215.5740",-10.9853,-0.3405%,"3,215.5740"
15-Jul-2020,"3,226.5593",+29.0369,+0.9081%,"3,226.5593"
14-Jul-2020,"3,197.5224",+42.2988,+1.3406%,"3,197.5224"
13-Jul-2020,"3,155.2236",-29.8187,-0.9362%,"3,155.2236"
10-Jul-2020,"3,185.0423",+32.9937,+1.0467%,"3,185.0423"
09-Jul-2020,"3,152.0486",-17.8946,-0.5645%,"3,152.0486"
08-Jul-2020,"3,169.9432",+24.6252,+0.7829%,"3,169.9432"
07-Jul-2020,"3,145.3180",-34.4008,-1.0819%,"3,145.3180"
06-Jul-2020,"3,179.7188",+49.7061,+1.5880%,"3,179.7188"
02-Jul-2020,"3,130.0127",+14.1543,+0.4543%,"3,130.0127"
01-Jul-2020,"3,115.8584",+15.5733,+0.5023%,"3,115.8584"
30-Jun-2020,"3,100.2851",+47.0462,+1.5409%,"3,100.2851"
29-Jun-2020,"3,053.2389",+44.1865,+1.4685%,"3,053.2389"
26-Jun-2020,"3,009.0524",-74.7053,-2.4225%,"3,009.0524"
25-Jun-2020,"3,083.7577",+33.4230,+1.0957%,"3,083.7577"
24-Jun-2020,"3,050.3347",-80.9509,-2.5852%,"3,050.3347"
23-Jun-2020,"3,131.2856",+13.4248,+0.4306%,"3,131.2856"
22-Jun-2020,"3,117.8608",+20.1183,+0.6495%,"3,117.8608"
19-Jun-2020,"3,097.7425",-17.6023,-0.5650%,"3,097.7425"
18-Jun-2020,"3,115.3448",+1.8557,+0.0596%,"3,115.3448"
17-Jun-2020,"3,113.4891",-11.2508,-0.3601%,"3,113.4891"
16-Jun-2020,"3,124.7399",+58.1511,+1.8963%,"3,124.7399"
15-Jun-2020,"3,066.5888",+25.2765,+0.8311%,"3,066.5888"
12-Jun-2020,"3,041.3123",+39.2169,+1.3063%,"3,041.3123"
11-Jun-2020,"3,002.0954",-188.0406,-5.8944%,"3,002.0954"
10-Jun-2020,"3,190.1360",-17.0421,-0.5314%,"3,190.1360"
09-Jun-2020,"3,207.1781",-25.2076,-0.7798%,"3,207.1781"
08-Jun-2020,"3,232.3857",+38.4579,+1.2041%,"3,232.3857"
05-Jun-2020,"3,193.9278",+81.5814,+2.6212%,"3,193.9278"
04-Jun-2020,"3,112.3464",-10.5238,-0.3370%,"3,112.3464"
03-Jun-2020,"3,122.8702",+42.0480,+1.3648%,"3,122.8702"
02-Jun-2020,"3,080.8222",+25.0893,+0.8211%,"3,080.8222"
01-Jun-2020,"3,055.7329",+11.4277,+0.3754%,"3,055.7329"
29-May-2020,"3,044.3052",+14.5721,+0.4810%,"3,044.3052"
28-May-2020,"3,029.7331",-6.4001,-0.2108%,"3,029.7331"
27-May-2020,"3,036.1332",+44.3681,+1.4830%,"3,036.1332"
26-May-2020,"2,991.7651",+36.3124,+1.2287%,"2,991.7651"
22-May-2020,"2,955.4527",+6.9471,+0.2356%,"2,955.4527"
21-May-2020,"2,948.5056",-23.1066,-0.7776%,"2,948.5056"
20-May-2020,"2,971.6122",+48.6725,+1.6652%,"2,971.6122"
19-May-2020,"2,922.9397",-30.9686,-1.0484%,"2,922.9397"
18-May-2020,"2,953.9083",+90.2108,+3.1502%,"2,953.9083"
15-May-2020,"2,863.6975",+11.1933,+0.3924%,"2,863.6975"
14-May-2020,"2,852.5042",+32.5084,+1.1528%,"2,852.5042"
13-May-2020,"2,819.9958",-50.1216,-1.7463%,"2,819.9958"
12-May-2020,"2,870.1174",-60.2054,-2.0546%,"2,870.1174"
11-May-2020,"2,930.3228",+0.5181,+0.0177%,"2,930.3228"
08-May-2020,"2,929.8047",+48.6133,+1.6873%,"2,929.8047"
07-May-2020,"2,881.1914",+32.7707,+1.1505%,"2,881.1914"
06-May-2020,"2,848.4207",-20.0147,-0.6978%,"2,848.4207"
05-May-2020,"2,868.4354",+25.6963,+0.9039%,"2,868.4354"
04-May-2020,"2,842.7391",+12.0341,+0.4251%,"2,842.7391"
01-May-2020,"2,830.7050",-81.7255,-2.8061%,"2,830.7050"
30-Apr-2020,"2,912.4305",-27.0749,-0.9211%,"2,912.4305"
29-Apr-2020,"2,939.5054",+76.1136,+2.6582%,"2,939.5054"
28-Apr-2020,"2,863.3918",-15.0881,-0.5242%,"2,863.3918"
27-Apr-2020,"2,878.4799",+41.7402,+1.4714%,"2,878.4799"
24-Apr-2020,"2,836.7397",+38.9431,+1.3919%,"2,836.7397"
23-Apr-2020,"2,797.7966",-1.5182,-0.0542%,"2,797.7966"
22-Apr-2020,"2,799.3148",+62.7516,+2.2931%,"2,799.3148"
21-Apr-2020,"2,736.5632",-86.5932,-3.0672%,"2,736.5632"
20-Apr-2020,"2,823.1564",-51.4082,-1.7884%,"2,823.1564"
17-Apr-2020,"2,874.5646",+75.0123,+2.6794%,"2,874.5646"
16-Apr-2020,"2,799.5523",+16.1902,+0.5817%,"2,799.5523"
15-Apr-2020,"2,783.3621",-62.6990,-2.2030%,"2,783.3621"
14-Apr-2020,"2,846.0611",+84.4339,+3.0574%,"2,846.0611"
13-Apr-2020,"2,761.6272",-28.1901,-1.0105%,"2,761.6272"
09-Apr-2020,"2,789.8173",+39.8396,+1.4487%,"2,789.8173"
08-Apr-2020,"2,749.9777",+90.5671,+3.4055%,"2,749.9777"
07-Apr-2020,"2,659.4106",-4.2732,-0.1604%,"2,659.4106"
06-Apr-2020,"2,663.6838",+175.0354,+7.0334%,"2,663.6838"
03-Apr-2020,"2,488.6484",-38.2544,-1.5139%,"2,488.6484"
02-Apr-2020,"2,526.9028",+56.3984,+2.2829%,"2,526.9028"
01-Apr-2020,"2,470.5044",-114.0864,-4.4141%,"2,470.5044"
31-Mar-2020,"2,584.5908",-42.0550,-1.6011%,"2,584.5908"
30-Mar-2020,"2,626.6458",+85.1761,+3.3515%,"2,626.6458"
27-Mar-2020,"2,541.4697",-88.5975,-3.3686%,"2,541.4697"
26-Mar-2020,"2,630.0672",+154.5089,+6.2414%,"2,630.0672"
25-Mar-2020,"2,475.5583",+28.2279,+1.1534%,"2,475.5583"
24-Mar-2020,"2,447.3304",+209.9350,+9.3830%,"2,447.3304"
23-Mar-2020,"2,237.3954",-67.5209,-2.9294%,"2,237.3954"
20-Mar-2020,"2,304.9163",-104.4703,-4.3360%,"2,304.9163"
19-Mar-2020,"2,409.3866",+11.2914,+0.4708%,"2,409.3866"
18-Mar-2020,"2,398.0952",-131.0990,-5.1834%,"2,398.0952"
17-Mar-2020,"2,529.1942",+143.0603,+5.9955%,"2,529.1942"
16-Mar-2020,"2,386.1339",-324.8878,-11.9840%,"2,386.1339"
13-Mar-2020,"2,711.0217",+230.3806,+9.2871%,"2,711.0217"
12-Mar-2020,"2,480.6411",-260.7425,-9.5113%,"2,480.6411"
11-Mar-2020,"2,741.3836",-140.8419,-4.8866%,"2,741.3836"
10-Mar-2020,"2,882.2255",+135.6659,+4.9395%,"2,882.2255"
09-Mar-2020,"2,746.5596",-225.8123,-7.5970%,"2,746.5596"
06-Mar-2020,"2,972.3719",-51.5684,-1.7053%,"2,972.3719"
05-Mar-2020,"3,023.9403",-106.1766,-3.3921%,"3,023.9403"
04-Mar-2020,"3,130.1169",+126.7517,+4.2203%,"3,130.1169"
03-Mar-2020,"3,003.3652",-86.8676,-2.8110%,"3,003.3652"
02-Mar-2020,"3,090.2328",+136.0091,+4.6039%,"3,090.2328"
28-Feb-2020,"2,954.2237",-24.5341,-0.8236%,"2,954.2237"
27-Feb-2020,"2,978.7578",-137.6320,-4.4164%,"2,978.7578"
26-Feb-2020,"3,116.3898",-11.8168,-0.3777%,"3,116.3898"
25-Feb-2020,"3,128.2066",-97.6798,-3.0280%,"3,128.2066"
24-Feb-2020,"3,225.8864",-111.8606,-3.3514%,"3,225.8864"
21-Feb-2020,"3,337.7470",-35.4845,-1.0519%,"3,337.7470"
20-Feb-2020,"3,373.2315",-12.9212,-0.3816%,"3,373.2315"
19-Feb-2020,"3,386.1527",+15.8662,+0.4708%,"3,386.1527"
18-Feb-2020,"3,370.2865",-9.8709,-0.2920%,"3,370.2865"
14-Feb-2020,"3,380.1574",+6.2200,+0.1844%,"3,380.1574"
13-Feb-2020,"3,373.9374",-5.5148,-0.1632%,"3,373.9374"
12-Feb-2020,"3,379.4522",+21.7049,+0.6464%,"3,379.4522"
11-Feb-2020,"3,357.7473",+5.6533,+0.1686%,"3,357.7473"
10-Feb-2020,"3,352.0940",+24.3871,+0.7328%,"3,352.0940"
07-Feb-2020,"3,327.7069",-18.0740,-0.5402%,"3,327.7069"
06-Feb-2020,"3,345.7809",+11.0866,+0.3325%,"3,345.7809"
05-Feb-2020,"3,334.6943",+37.1061,+1.1252%,"3,334.6943"
04-Feb-2020,"3,297.5882",+48.6632,+1.4978%,"3,297.5882"
03-Feb-2020,"3,248.9250",+23.4087,+0.7257%,"3,248.9250"
31-Jan-2020,"3,225.5163",-58.1427,-1.7707%,"3,225.5163"
30-Jan-2020,"3,283.6590",+10.2564,+0.3133%,"3,283.6590"
29-Jan-2020,"3,273.4026",-2.8408,-0.0867%,"3,273.4026"
28-Jan-2020,"3,276.2434",+32.6152,+1.0055%,"3,276.2434"
27-Jan-2020,"3,243.6282",-51.8452,-1.5732%,"3,243.6282"
24-Jan-2020,"3,295.4734",-30.0694,-0.9042%,"3,295.4734"
23-Jan-2020,"3,325.5428",+3.7959,+0.1143%,"3,325.5428"
22-Jan-2020,"3,321.7469",+0.9561,+0.0288%,"3,321.7469"
21-Jan-2020,"3,320.7908",-8.8319,-0.2653%,"3,320.7908"
17-Jan-2020,"3,329.6227",+12.8168,+0.3864%,"3,329.6227"
16-Jan-2020,"3,316.8059",+27.5133,+0.8365%,"3,316.8059"
15-Jan-2020,"3,289.2926",+6.1402,+0.1870%,"3,289.2926"
14-Jan-2020,"3,283.1524",-4.9811,-0.1515%,"3,283.1524"
13-Jan-2020,"3,288.1335",+22.7824,+0.6977%,"3,288.1335"
10-Jan-2020,"3,265.3511",-9.3531,-0.2856%,"3,265.3511"
09-Jan-2020,"3,274.7042",+21.6583,+0.6658%,"3,274.7042"
08-Jan-2020,"3,253.0459",+15.8634,+0.4900%,"3,253.0459"
07-Jan-2020,"3,237.1825",-9.1001,-0.2803%,"3,237.1825"
06-Jan-2020,"3,246.2826",+11.4340,+0.3535%,"3,246.2826"
03-Jan-2020,"3,234.8486",-22.9992,-0.7060%,"3,234.8486"
02-Jan-2020,"3,257.8478",+27.0658,+0.8377%,"3,257.8478"
31-Dec-2019,"3,230.7820",+9.4902,+0.2946%,"3,230.7820"
30-Dec-2019,"3,221.2918",-18.7286,-0.5780%,"3,221.2918"
27-Dec-2019,"3,240.0204",+0.1133,+0.0035%,"3,240.0204"
26-Dec-2019,"3,239.9071",+16.5314,+0.5129%,"3,239.9071"
24-Dec-2019,"3,223.3757",-0.6342,-0.0197%,"3,223.3757"
23-Dec-2019,"3,224.0099",+2.7853,+0.0865%,"3,224.0099"
20-Dec-2019,"3,221.2246",+15.8562,+0.4947%,"3,221.2246"
19-Dec-2019,"3,205.3684",+14.2264,+0.4458%,"3,205.3684"
18-Dec-2019,"3,191.1420",-1.3766,-0.0431%,"3,191.1420"
17-Dec-2019,"3,192.5186",+1.0696,+0.0335%,"3,192.5186"
16-Dec-2019,"3,191.4490",+22.6494,+0.7148%,"3,191.4490"
13-Dec-2019,"3,168.7996",+0.2304,+0.0073%,"3,168.7996"
12-Dec-2019,"3,168.5692",+26.9425,+0.8576%,"3,168.5692"
11-Dec-2019,"3,141.6267",+9.1081,+0.2908%,"3,141.6267"
10-Dec-2019,"3,132.5186",-3.4428,-0.1098%,"3,132.5186"
09-Dec-2019,"3,135.9614",-9.9496,-0.3163%,"3,135.9614"
06-Dec-2019,"3,145.9110",+28.4824,+0.9137%,"3,145.9110"
05-Dec-2019,"3,117.4286",+4.6723,+0.1501%,"3,117.4286"
04-Dec-2019,"3,112.7563",+19.5554,+0.6322%,"3,112.7563"
03-Dec-2019,"3,093.2009",-20.6727,-0.6639%,"3,093.2009"
02-Dec-2019,"3,113.8736",-27.1070,-0.8630%,"3,113.8736"
29-Nov-2019,"3,140.9806",-12.6475,-0.4010%,"3,140.9806"
27-Nov-2019,"3,153.6281",+13.1082,+0.4174%,"3,153.6281"
26-Nov-2019,"3,140.5199",+6.8771,+0.2195%,"3,140.5199"
25-Nov-2019,"3,133.6428",+23.3545,+0.7509%,"3,133.6428"
22-Nov-2019,"3,110.2883",+6.7514,+0.2175%,"3,110.2883"
21-Nov-2019,"3,103.5369",-4.9213,-0.1583%,"3,103.5369"
20-Nov-2019,"3,108.4582",-11.7231,-0.3757%,"3,108.4582"
19-Nov-2019,"3,120.1813",-1.8467,-0.0592%,"3,120.1813"
18-Nov-2019,"3,122.0280",+1.5676,+0.0502%,"3,122.0280"
15-Nov-2019,"3,120.4604",+23.8273,+0.7695%,"3,120.4604"
14-Nov-2019,"3,096.6331",+2.5978,+0.0840%,"3,096.6331"
13-Nov-2019,"3,094.0353",+2.1963,+0.0710%,"3,094.0353"
12-Nov-2019,"3,091.8390",+4.8340,+0.1566%,"3,091.8390"
11-Nov-2019,"3,087.0050",-6.0798,-0.1966%,"3,087.0050"
08-Nov-2019,"3,093.0848",+7.9029,+0.2562%,"3,093.0848"
07-Nov-2019,"3,085.1819",+8.4066,+0.2732%,"3,085.1819"
06-Nov-2019,"3,076.7753",+2.1594,+0.0702%,"3,076.7753"
05-Nov-2019,"3,074.6159",-3.6538,-0.1187%,"3,074.6159"
04-Nov-2019,"3,078.2697",+11.3550,+0.3702%,"3,078.2697"
01-Nov-2019,"3,066.9147",+29.3503,+0.9662%,"3,066.9147"
31-Oct-2019,"3,037.5644",-9.2018,-0.3020%,"3,037.5644"
30-Oct-2019,"3,046.7662",+9.8740,+0.3251%,"3,046.7662"
29-Oct-2019,"3,036.8922",-2.5277,-0.0832%,"3,036.8922"
28-Oct-2019,"3,039.4199",+16.8703,+0.5581%,"3,039.4199"
25-Oct-2019,"3,022.5496",+12.2643,+0.4074%,"3,022.5496"
24-Oct-2019,"3,010.2853",+5.7610,+0.1917%,"3,010.2853"
23-Oct-2019,"3,004.5243",+8.5313,+0.2848%,"3,004.5243"
22-Oct-2019,"2,995.9930",-10.7313,-0.3569%,"2,995.9930"
21-Oct-2019,"3,006.7243",+20.5208,+0.6872%,"3,006.7243"
18-Oct-2019,"2,986.2035",-11.7494,-0.3919%,"2,986.2035"
17-Oct-2019,"2,997.9529",+8.2591,+0.2763%,"2,997.9529"
16-Oct-2019,"2,989.6938",-5.9893,-0.1999%,"2,989.6938"
15-Oct-2019,"2,995.6831",+29.5326,+0.9957%,"2,995.6831"
14-Oct-2019,"2,966.1505",-4.1190,-0.1387%,"2,966.1505"
11-Oct-2019,"2,970.2695",+32.1371,+1.0938%,"2,970.2695"
10-Oct-2019,"2,938.1324",+18.7323,+0.6416%,"2,938.1324"
09-Oct-2019,"2,919.4001",+26.3445,+0.9106%,"2,919.4001"
08-Oct-2019,"2,893.0556",-45.7338,-1.5562%,"2,893.0556"
07-Oct-2019,"2,938.7894",-13.2182,-0.4478%,"2,938.7894"
04-Oct-2019,"2,952.0076",+41.3736,+1.4215%,"2,952.0076"
03-Oct-2019,"2,910.6340",+23.0275,+0.7975%,"2,910.6340"
02-Oct-2019,"2,887.6065",-52.6421,-1.7904%,"2,887.6065"
01-Oct-2019,"2,940.2486",-36.4887,-1.2258%,"2,940.2486"
30-Sep-2019,"2,976.7373",+14.9442,+0.5046%,"2,976.7373"
27-Sep-2019,"2,961.7931",-15.8243,-0.5314%,"2,961.7931"
26-Sep-2019,"2,977.6174",-7.2509,-0.2429%,"2,977.6174"
25-Sep-2019,"2,984.8683",+18.2723,+0.6159%,"2,984.8683"
24-Sep-2019,"2,966.5960",-25.1830,-0.8417%,"2,966.5960"
23-Sep-2019,"2,991.7790",-0.2933,-0.0098%,"2,991.7790"
20-Sep-2019,"2,992.0723",-14.7185,-0.4895%,"2,992.0723"
19-Sep-2019,"3,006.7908",+0.0608,+0.0020%,"3,006.7908"
18-Sep-2019,"3,006.7300",+1.0335,+0.0344%,"3,006.7300"
17-Sep-2019,"3,005.6965",+7.7369,+0.2581%,"3,005.6965"
16-Sep-2019,"2,997.9596",-9.4278,-0.3135%,"2,997.9596"
13-Sep-2019,"3,007.3874",-2.1845,-0.0726%,"3,007.3874"
12-Sep-2019,"3,009.5719",+8.6455,+0.2881%,"3,009.5719"
11-Sep-2019,"3,000.9264",+21.5409,+0.7230%,"3,000.9264"
10-Sep-2019,"2,979.3855",+0.9517,+0.0320%,"2,979.3855"
09-Sep-2019,"2,978.4338",-0.2740,-0.0092%,"2,978.4338"
06-Sep-2019,"2,978.7078",+2.7104,+0.0911%,"2,978.7078"
05-Sep-2019,"2,975.9974",+38.2184,+1.3009%,"2,975.9974"
04-Sep-2019,"2,937.7790",+31.5079,+1.0841%,"2,937.7790"
03-Sep-2019,"2,906.2711",-20.1870,-0.6898%,"2,906.2711"
30-Aug-2019,"2,926.4581",+1.8810,+0.0643%,"2,926.4581"
29-Aug-2019,"2,924.5771",+36.6383,+1.2687%,"2,924.5771"
28-Aug-2019,"2,887.9388",+18.7827,+0.6546%,"2,887.9388"
27-Aug-2019,"2,869.1561",-9.2278,-0.3206%,"2,869.1561"
26-Aug-2019,"2,878.3839",+31.2729,+1.0984%,"2,878.3839"
23-Aug-2019,"2,847.1110",-75.8414,-2.5947%,"2,847.1110"
22-Aug-2019,"2,922.9524",-1.4779,-0.0505%,"2,922.9524"
21-Aug-2019,"2,924.4303",+23.9200,+0.8247%,"2,924.4303"
20-Aug-2019,"2,900.5103",-23.1379,-0.7914%,"2,900.5103"
19-Aug-2019,"2,923.6482",+34.9702,+1.2106%,"2,923.6482"
16-Aug-2019,"2,888.6780",+41.0829,+1.4427%,"2,888.6780"
15-Aug-2019,"2,847.5951",+6.9968,+0.2463%,"2,847.5951"
14-Aug-2019,"2,840.5983",-85.7265,-2.9295%,"2,840.5983"
13-Aug-2019,"2,926.3248",+42.5753,+1.4764%,"2,926.3248"
12-Aug-2019,"2,883.7495",-34.8961,-1.1956%,"2,883.7495"
09-Aug-2019,"2,918.6456",-19.4489,-0.6620%,"2,918.6456"
08-Aug-2019,"2,938.0945",+54.1101,+1.8762%,"2,938.0945"
07-Aug-2019,"2,883.9844",+2.2103,+0.0767%,"2,883.9844"
06-Aug-2019,"2,881.7741",+37.0314,+1.3017%,"2,881.7741"
05-Aug-2019,"2,844.7427",-87.3025,-2.9775%,"2,844.7427"
02-Aug-2019,"2,932.0452",-21.5149,-0.7284%,"2,932.0452"
01-Aug-2019,"2,953.5601",-26.8188,-0.8998%,"2,953.5601"
31-Jul-2019,"2,980.3789",-32.8030,-1.0886%,"2,980.3789"
30-Jul-2019,"3,013.1819",-7.7862,-0.2577%,"3,013.1819"
29-Jul-2019,"3,020.9681",-4.8910,-0.1616%,"3,020.9681"
26-Jul-2019,"3,025.8591",+22.1878,+0.7387%,"3,025.8591"
25-Jul-2019,"3,003.6713",-15.8853,-0.5261%,"3,003.6713"
24-Jul-2019,"3,019.5566",+14.0831,+0.4686%,"3,019.5566"
23-Jul-2019,"3,005.4735",+20.4423,+0.6848%,"3,005.4735"
22-Jul-2019,"2,985.0312",+8.4221,+0.2829%,"2,985.0312"
19-Jul-2019,"2,976.6091",-18.5034,-0.6178%,"2,976.6091"
18-Jul-2019,"2,995.1125",+10.6890,+0.3582%,"2,995.1125"
17-Jul-2019,"2,984.4235",-19.6196,-0.6531%,"2,984.4235"
16-Jul-2019,"3,004.0431",-10.2548,-0.3402%,"3,004.0431"
15-Jul-2019,"3,014.2979",+0.5253,+0.0174%,"3,014.2979"
12-Jul-2019,"3,013.7726",+13.8657,+0.4622%,"3,013.7726"
11-Jul-2019,"2,999.9069",+6.8369,+0.2284%,"2,999.9069"
10-Jul-2019,"2,993.0700",+13.4442,+0.4512%,"2,993.0700"
09-Jul-2019,"2,979.6258",+3.6803,+0.1237%,"2,979.6258"
08-Jul-2019,"2,975.9455",-14.4641,-0.4837%,"2,975.9455"
05-Jul-2019,"2,990.4096",-5.4130,-0.1807%,"2,990.4096"
03-Jul-2019,"2,995.8226",+22.8107,+0.7673%,"2,995.8226"
02-Jul-2019,"2,973.0119",+8.6791,+0.2928%,"2,973.0119"
01-Jul-2019,"2,964.3328",+22.5722,+0.7673%,"2,964.3328"
28-Jun-2019,"2,941.7606",+16.8394,+0.5757%,"2,941.7606"
27-Jun-2019,"2,924.9212",+11.1424,+0.3824%,"2,924.9212"
26-Jun-2019,"2,913.7788",-3.6043,-0.1235%,"2,913.7788"
25-Jun-2019,"2,917.3831",-27.9657,-0.9495%,"2,917.3831"
24-Jun-2019,"2,945.3488",-5.1062,-0.1731%,"2,945.3488"
21-Jun-2019,"2,950.4550",-3.7269,-0.1262%,"2,950.4550"
20-Jun-2019,"2,954.1819",+27.7261,+0.9474%,"2,954.1819"
19-Jun-2019,"2,926.4558",+8.7050,+0.2983%,"2,926.4558"
18-Jun-2019,"2,917.7508",+28.0808,+0.9718%,"2,917.7508"
17-Jun-2019,"2,889.6700",+2.6868,+0.0931%,"2,889.6700"
14-Jun-2019,"2,886.9832",-4.6573,-0.1611%,"2,886.9832"
13-Jun-2019,"2,891.6405",+11.8040,+0.4099%,"2,891.6405"
12-Jun-2019,"2,879.8365",-5.8856,-0.2040%,"2,879.8365"
11-Jun-2019,"2,885.7221",-1.0120,-0.0351%,"2,885.7221"
10-Jun-2019,"2,886.7341",+13.3921,+0.4661%,"2,886.7341"
07-Jun-2019,"2,873.3420",+29.8516,+1.0498%,"2,873.3420"
06-Jun-2019,"2,843.4904",+17.3398,+0.6135%,"2,843.4904"
05-Jun-2019,"2,826.1506",+22.8781,+0.8161%,"2,826.1506"
04-Jun-2019,"2,803.2725",+58.8261,+2.1435%,"2,803.2725"
03-Jun-2019,"2,744.4464",-7.6165,-0.2768%,"2,744.4464"
31-May-2019,"2,752.0629",-36.8020,-1.3196%,"2,752.0629"
30-May-2019,"2,788.8649",+5.8466,+0.2101%,"2,788.8649"
29-May-2019,"2,783.0183",-19.3669,-0.6911%,"2,783.0183"
28-May-2019,"2,802.3852",-23.6795,-0.8379%,"2,802.3852"
24-May-2019,"2,826.0647",+3.8237,+0.1355%,"2,826.0647"
23-May-2019,"2,822.2410",-34.0332,-1.1915%,"2,822.2410"
22-May-2019,"2,856.2742",-8.0852,-0.2823%,"2,856.2742"
21-May-2019,"2,864.3594",+24.1263,+0.8494%,"2,864.3594"
20-May-2019,"2,840.2331",-19.2992,-0.6749%,"2,840.2331"
17-May-2019,"2,859.5323",-16.7846,-0.5835%,"2,859.5323"
16-May-2019,"2,876.3169",+25.3524,+0.8893%,"2,876.3169"
15-May-2019,"2,850.9645",+16.5577,+0.5842%,"2,850.9645"
14-May-2019,"2,834.4068",+22.5414,+0.8017%,"2,834.4068"
13-May-2019,"2,811.8654",-69.5351,-2.4132%,"2,811.8654"
10-May-2019,"2,881.4005",+10.6834,+0.3722%,"2,881.4005"
09-May-2019,"2,870.7171",-8.7025,-0.3022%,"2,870.7171"
08-May-2019,"2,879.4196",-4.6307,-0.1606%,"2,879.4196"
07-May-2019,"2,884.0503",-48.4235,-1.6513%,"2,884.0503"
06-May-2019,"2,932.4738",-13.1640,-0.4469%,"2,932.4738"
03-May-2019,"2,945.6378",+28.1214,+0.9639%,"2,945.6378"
02-May-2019,"2,917.5164",-6.2155,-0.2126%,"2,917.5164"
01-May-2019,"2,923.7319",-22.0990,-0.7502%,"2,923.7319"
30-Apr-2019,"2,945.8309",+2.8040,+0.0953%,"2,945.8309"
29-Apr-2019,"2,943.0269",+3.1452,+0.1070%,"2,943.0269"
26-Apr-2019,"2,939.8817",+13.7086,+0.4685%,"2,939.8817"
25-Apr-2019,"2,926.1731",-1.0793,-0.0369%,"2,926.1731"
24-Apr-2019,"2,927.2524",-6.4234,-0.2190%,"2,927.2524"
23-Apr-2019,"2,933.6758",+25.7031,+0.8839%,"2,933.6758"
22-Apr-2019,"2,907.9727",+2.9402,+0.1012%,"2,907.9727"
18-Apr-2019,"2,905.0325",+4.5794,+0.1579%,"2,905.0325"
17-Apr-2019,"2,900.4531",-6.6044,-0.2272%,"2,900.4531"
16-Apr-2019,"2,907.0575",+1.4742,+0.0507%,"2,907.0575"
15-Apr-2019,"2,905.5833",-1.8311,-0.0630%,"2,905.5833"
12-Apr-2019,"2,907.4144",+19.0949,+0.6611%,"2,907.4144"
11-Apr-2019,"2,888.3195",+0.1091,+0.0038%,"2,888.3195"
10-Apr-2019,"2,888.2104",+10.0098,+0.3478%,"2,888.2104"
09-Apr-2019,"2,878.2006",-17.5700,-0.6067%,"2,878.2006"
08-Apr-2019,"2,895.7706",+3.0262,+0.1046%,"2,895.7706"
05-Apr-2019,"2,892.7444",+13.3536,+0.4638%,"2,892.7444"
04-Apr-2019,"2,879.3908",+5.9917,+0.2085%,"2,879.3908"
03-Apr-2019,"2,873.3991",+6.1627,+0.2149%,"2,873.3991"
02-Apr-2019,"2,867.2364",+0.0425,+0.0015%,"2,867.2364"
01-Apr-2019,"2,867.1939",+32.7941,+1.1570%,"2,867.1939"
29-Mar-2019,"2,834.3998",+18.9625,+0.6735%,"2,834.3998"
28-Mar-2019,"2,815.4373",+10.0641,+0.3587%,"2,815.4373"
27-Mar-2019,"2,805.3732",-13.0847,-0.4643%,"2,805.3732"
26-Mar-2019,"2,818.4579",+20.0963,+0.7181%,"2,818.4579"
25-Mar-2019,"2,798.3616",-2.3508,-0.0839%,"2,798.3616"
22-Mar-2019,"2,800.7124",-54.1643,-1.8973%,"2,800.7124"
21-Mar-2019,"2,854.8767",+30.6509,+1.0853%,"2,854.8767"
20-Mar-2019,"2,824.2258",-8.3416,-0.2945%,"2,824.2258"
19-Mar-2019,"2,832.5674",-0.3732,-0.0132%,"2,832.5674"
18-Mar-2019,"2,832.9406",+10.4640,+0.3707%,"2,832.9406"
15-Mar-2019,"2,822.4766",+13.9938,+0.4983%,"2,822.4766"
14-Mar-2019,"2,808.4828",-2.4347,-0.0866%,"2,808.4828"
13-Mar-2019,"2,810.9175",+19.3952,+0.6948%,"2,810.9175"
12-Mar-2019,"2,791.5223",+8.2273,+0.2956%,"2,791.5223"
11-Mar-2019,"2,783.2950",+40.2273,+1.4665%,"2,783.2950"
08-Mar-2019,"2,743.0677",-5.8581,-0.2131%,"2,743.0677"
07-Mar-2019,"2,748.9258",-22.5218,-0.8126%,"2,748.9258"
06-Mar-2019,"2,771.4476",-18.2034,-0.6525%,"2,771.4476"
05-Mar-2019,"2,789.6510",-3.1599,-0.1131%,"2,789.6510"
